Lithiumfluoride,2
Magnesiumoxide,2
Sodiumchloride,2
Berylliumhydride,3
Hydrogencyanide,3
Sulfurdioxide,3
water1,3
Water,3
Acetylene,4
Ammonia,4
ethylene,4
HMDB0001426,4
Sulfoxide,4
Ammonium,5
Carboxylic_Acid,5
Methane1,5
Methane2,5
Phosphate,5
Sulfone,5
acetonitrile,6
Acetonitrile,6
Ethylidene,6
Ethylidene_TS,6
Cyclopropadiene,7
HMDB0003551,7
methylamine,7
Oxirane,7
Acrolein,8
Cyclobutadiene,8
ethane,8
Ethane,8
HMDB0062504,8
Cyclopropane,9
Furan,9
Thiophene,9
Acetone,10
enediyne,10
Glycine,10
HMDB0000243,10
HMDB0031489,10
HMDB0031558,10
HMDB0035924,10
p-Benzyne,10
Pyrazine,10
Pyridazine,10
Pyrimidine,10
Pyrrole,10
Cyclopentadiene,11
HMDB0000926,11
HMDB0003052,11
HMDB0031630,11
HMDB0033875,11
HMDB0061872,11
HMDB0061874,11
Pyridine,11
ala1,12
Benzene,12
benzoquinone,12
Cyclobutane,12
HMDB0001522,12
HMDB0032566,12
HMDB0040452,12
HMDB0060648,12
Uracil,12
Alanine,13
Cyclopentene,13
Cytosine,13
HMDB0000060,13
HMDB0000474,13
HMDB0031632,13
HMDB0032939,13
HMDB0033113,13
HMDB0034898,13
Tetrahydrofuran,13
Cystein,14
HMDB0000816,14
HMDB0030967,14
HMDB0060360,14
NicotinicAcid,14
psb3,14
Serine,14
"1,3,5-Cycloheptatriene",15
Adenine,15
Aspartate,15
Cyclopentane,15
GuanidinoaceticAcid,15
HMDB0000442,15
HMDB0003585,15
HMDB0006039,15
HMDB0013136,15
HMDB0029750,15
HMDB0032978,15
HMDB0240545,15
Thymine,15
Guanine,16
HMDB0000720,16
HMDB0002349,16
HMDB0029878,16
HMDB0031157,16
HMDB0031321,16
HMDB0031529,16
HMDB0032469,16
HMDB0032576,16
HMDB0033569,16
HMDB0038394,16
HMDB0040197,16
HMDB0040331,16
HMDB0060309,16
HMDB0060998,16
NN-Dimethylglycine,16
Pentalene,16
SalicylicAcid,16
Asparagine,17
HMDB0000719,17
HMDB0001891,17
HMDB0003315,17
HMDB0031563,17
HMDB0034877,17
HMDB0039789,17
HMDB0040141,17
HMDB0062347,17
Proline,17
QuinolinicAcid,17
Threonine,17
Azulene,18
Cyclohexane,18
GlutamicAcid,18
HMDB0000396,18
HMDB0002467,18
HMDB0004988,18
HMDB0031542,18
HMDB0033966,18
HMDB0037120,18
HMDB0059655,18
HMDB0059785,18
HMDB0059810,18
HMDB0061929,18
Naphthalene,18
Bicyclo_221_heptane,19
HMDB0000466,19
HMDB0000883,19
HMDB0002939,19
HMDB0029662,19
HMDB0032948,19
HMDB0033550,19
HMDB0040223,19
HMDB0041801,19
HMDB0060301,19
Valine,19
D-Xylose,20
Glutamine,20
Histidine,20
HMDB0000070,20
HMDB0000177,20
HMDB0000646,20
HMDB0001713,20
HMDB0029698,20
HMDB0032623,20
HMDB0033163,20
HMDB0033736,20
HMDB0037786,20
HMDB0037854,20
HMDB0041607,20
HMDB0061884,20
HMDB0061897,20
HMDB0061930,20
HMDB0134031,20
L-Xylose,20
Methionine,20
AcetylsalicylicAcid,21
Cycloheptane,21
HMDB0000665,21
HMDB0002825,21
HMDB0003681,21
HMDB0004290,21
HMDB0031566,21
HMDB0032446,21
HMDB0033793,21
HMDB0033967,21
HMDB0034887,21
HMDB0060374,21
HMDB0125534,21
HMDB0126547,21
HMDB0240651,21
Ornithine,21
2-AminoadipicAcid,22
ala2,22
Bicyclo_221_octane,22
HippuricAcid,22
HMDB0001268,22
HMDB0001982,22
HMDB0015045,22
HMDB0030800,22
HMDB0033591,22
HMDB0033752,22
HMDB0034344,22
HMDB0036584,22
HMDB0038633,22
HMDB0038986,22
HMDB0040016,22
HMDB0040972,22
HMDB0125519,22
HMDB0125598,22
HMDB0134033,22
HMDB0141046,22
IsoLeucine,22
Leucine,22
N-Methyl-L-glutamate,22
Fluorene,23
HMDB0001219,23
HMDB0002441,23
HMDB0002712,23
HMDB0013809,23
HMDB0014695,23
HMDB0015516,23
HMDB0031055,23
HMDB0035242,23
HMDB0039654,23
HMDB0040064,23
HMDB0060602,23
HMDB0125537,23
HMDB0133746,23
HMDB0134042,23
Phenylalanin,23
Anthracene,24
C24,24
Caffeine,24
Cyclooctane,24
D-Galactose,24
D-Glucose,24
D-Mannose,24
Fullerene_C24,24
HMDB0000402,24
HMDB0003345,24
HMDB0006088,24
HMDB0029170,24
HMDB0029436,24
HMDB0032401,24
HMDB0032407,24
HMDB0033945,24
HMDB0036091,24
HMDB0039734,24
HMDB0040045,24
HMDB0059803,24
HMDB0059812,24
HMDB0060063,24
HMDB0061058,24
HMDB0061906,24
HMDB0125166,24
HMDB0133729,24
HMDB0137823,24
L-Galactose,24
L-Glucose,24
L-Mannose,24
Mimosine,24
Phenanthrene,24
Tyrosine,24
Citrulline,25
HMDB0002030,25
HMDB0011173,25
HMDB0012245,25
HMDB0012488,25
HMDB0029685,25
HMDB0030338,25
HMDB0032640,25
HMDB0032946,25
HMDB0036383,25
HMDB0037815,25
HMDB0062376,25
HMDB0135645,25
HMDB0141022,25
HMDB0240693,25
Serotonin,25
Adamantane,26
Adrenaline,26
HMDB0000735,26
HMDB0001324,26
HMDB0012199,26
HMDB0012283,26
HMDB0015551,26
HMDB0031588,26
HMDB0032061,26
HMDB0033554,26
HMDB0034291,26
HMDB0034922,26
HMDB0036104,26
HMDB0038067,26
HMDB0038400,26
HMDB0040446,26
HMDB0042012,26
HMDB0060735,26
HMDB0060805,26
HMDB0094710,26
HMDB0130895,26
HMDB0133482,26
HMDB0142401,26
Nicotine,26
Pyrene,26
Stilbene,26
Arginine,27
HMDB0003667,27
HMDB0014641,27
HMDB0015255,27
HMDB0028885,27
HMDB0033597,27
HMDB0035622,27
HMDB0036128,27
HMDB0036208,27
HMDB0036374,27
HMDB0037629,27
HMDB0037680,27
HMDB0038275,27
HMDB0040057,27
HMDB0059728,27
HMDB0060652,27
HMDB0125526,27
HMDB0126449,27
HMDB0133462,27
KynurenicAcid,27
Tryptophan,27
Tryptophane,27
cis-Decalin,28
HMDB0000817,28
HMDB0000991,28
HMDB0004369,28
HMDB0006548,28
HMDB0013989,28
HMDB0029467,28
HMDB0029928,28
HMDB0030311,28
HMDB0031816,28
HMDB0032064,28
HMDB0033484,28
HMDB0037614,28
HMDB0038638,28
HMDB0039834,28
HMDB0041442,28
HMDB0060690,28
HMDB0062647,28
HMDB0094730,28
HMDB0128045,28
HMDB0130033,28
HMDB0240627,28
O-Succinyl-L-homoserine,28
trans-Decalin,28
HMDB0006456,29
HMDB0014395,29
HMDB0015309,29
HMDB0015679,29
HMDB0036107,29
HMDB0037048,29
HMDB0037214,29
HMDB0038192,29
HMDB0060006,29
HMDB0124938,29
HMDB0130065,29
HMDB0132977,29
Carnosine,30
HMDB0004086,30
HMDB0011688,30
HMDB0013227,30
HMDB0013924,30
HMDB0028763,30
HMDB0029124,30
HMDB0029158,30
HMDB0030990,30
HMDB0031798,30
HMDB0033072,30
HMDB0033860,30
HMDB0035907,30
HMDB0037808,30
HMDB0042046,30
HMDB0061068,30
HMDB0128660,30
HMDB0240700,30
HMDB0001530,31
HMDB0013974,31
HMDB0014634,31
HMDB0014798,31
HMDB0028726,31
HMDB0029027,31
HMDB0029438,31
HMDB0030367,31
HMDB0030770,31
HMDB0033010,31
HMDB0033060,31
HMDB0033184,31
HMDB0034445,31
HMDB0037702,31
HMDB0041934,31
HMDB0059744,31
HMDB0060949,31
HMDB0061153,31
HMDB0061175,31
HMDB0128185,31
HMDB0133988,31
HMDB0240771,31
Naproxen,31
ala3,32
HMDB0001355,32
HMDB0012189,32
HMDB0013223,32
HMDB0014623,32
HMDB0028858,32
HMDB0030320,32
HMDB0031510,32
HMDB0032775,32
HMDB0037890,32
HMDB0040439,32
HMDB0059981,32
HMDB0060669,32
HMDB0060693,32
HMDB0060750,32
HMDB0094737,32
HMDB0094766,32
HMDB0125085,32
HMDB0128460,32
HMDB0130173,32
HMDB0130406,32
Anserine,33
HMDB0001458,33
HMDB0002338,33
HMDB0013854,33
HMDB0014644,33
HMDB0014795,33
HMDB0015263,33
HMDB0028779,33
HMDB0031360,33
HMDB0031428,33
HMDB0032461,33
HMDB0032707,33
HMDB0032890,33
HMDB0033196,33
HMDB0037696,33
HMDB0038108,33
HMDB0039274,33
HMDB0041313,33
HMDB0060647,33
HMDB0094656,33
HMDB0125363,33
HMDB0128517,33
